BoxID,Processor,Weight
0,0,993562975
1,0,993953483
2,0,992725678
3,0,997519523
4,0,993982588
5,0,996837072
6,0,995567277
7,0,995344564
8,0,989868304
9,0,994901411
10,0,996988019
11,0,989758788
12,0,993018941
13,0,992018178
14,0,993606890
15,0,991480355
16,0,995095226
17,0,991720898
18,0,994014502
19,0,991421617
20,0,995609379
21,0,994760239
22,0,993887286
23,0,992026508
24,0,991686844
25,0,993938846
26,0,996110268
27,0,994840041
28,0,996390567
29,0,995418916
30,0,992190651
31,0,993962451
32,0,991579132
33,0,995567402
34,0,988755693
35,0,994273662
36,0,992440890
37,0,994150916
38,0,991325427
39,0,995429921
40,0,993698630
41,0,993681788
42,0,993160290
43,0,995771156
44,0,992772909
45,0,989962861
46,0,990871489
47,0,992977731
48,0,989630087
49,0,987911351
50,0,991639732
51,0,991780626
52,0,993577018
53,0,993102816
54,0,996114719
55,0,994224982
56,0,993114045
57,0,995184016
58,0,993192174
59,0,998328476
60,0,992022539
61,0,994899096
62,0,995005793
63,0,992219874
64,0,994133738
65,0,990727589
66,0,991443222
67,0,991516957
68,0,990494450
69,0,996732560
70,0,990686793
71,0,988468440
72,0,997665470
73,0,993961405
74,0,990786830
75,0,994086127
76,0,991570125
77,0,990358642
78,0,988289359
79,0,995379457
80,0,990581663
81,0,992676172
82,0,991173020
83,0,992963456
84,0,988472151
85,0,993524898
86,0,991184076
87,0,994076991
88,0,994209211
89,0,991192047
90,0,992721008
91,0,991939892
92,0,996466715
93,0,994760752
94,0,992020260
95,0,992309023
96,0,995316498
97,0,992358008
98,0,995041375
99,0,992903306
100,0,996486949
101,0,993322130
102,0,995526272
103,0,989965587
104,0,995420260
105,0,994934461
106,0,993980215
107,0,994191558
108,0,992745570
109,0,993809748
110,0,994882239
111,0,990912075
112,0,992431463
113,0,996031457
114,0,988872241
115,0,992255002
116,0,990910223
117,0,995298891
118,0,996572596
119,0,996291107
120,0,996363705
121,0,994360540
122,0,986899961
123,0,992969106
124,0,991966584
125,0,993332774
126,0,996511429
127,0,993458681
128,0,996504938
129,0,995504746
130,0,993751682
131,0,995924181
132,0,991587830
133,0,992210736
134,0,991645946
135,0,994588746
136,0,993168650
137,0,997032910
138,0,988219931
139,0,991625128
140,0,994833868
141,0,994176338
142,0,994641707
143,0,992407424
144,0,994473869
145,0,992951495
146,0,992821418
147,0,992907460
148,0,993758756
149,0,993319292
150,0,990433123
151,0,991911614
152,0,990181294
153,0,992711693
154,0,987673889
155,0,991055311
156,0,990850589
157,0,993474324
158,0,995627429
159,0,996413038
160,0,992707810
161,0,987447067
162,0,993122194
163,0,992436390
164,0,994422484
165,0,994281548
166,0,995292265
167,0,991195616
168,0,991002925
169,0,996116451
170,0,994292310
171,0,992602666
172,0,994536508
173,0,994070679
174,0,993510169
175,0,994246929
176,0,992906053
177,0,992011477
178,0,994470550
179,0,991560494
180,0,993714822
181,0,993137683
182,0,989901444
183,0,993075132
184,0,993045334
185,0,989136015
186,0,993687476
187,0,992326095
188,0,991167454
189,0,991036101
190,0,985976003
191,0,995741648
192,0,993653144
193,0,995467497
194,0,990653503
195,0,991371420
196,0,990510501
197,0,991384844
198,0,992376073
199,0,994575247
200,0,994362284
201,0,993313470
202,0,992281796
203,0,990351364
204,0,994163953
205,0,994287737
206,0,992103268
207,0,997347250
208,0,993032205
209,0,995270318
210,0,990922980
211,0,993506847
212,0,993382027
213,0,990812148
214,0,995262862
215,0,992385858
216,0,991192117
217,0,992921911
218,0,990380997
219,0,991116290
220,0,990934729
221,0,991096841
222,0,993514822
223,0,996123237
224,0,990250994
225,0,995082425
226,0,994626798
227,0,991979189
228,0,996826640
229,0,990226240
230,0,995746483
231,0,999196211
232,0,994073579
233,0,994593133
234,0,995453736
235,0,994043285
236,0,992153565
237,0,991688787
238,0,990640979
239,0,995188782
240,0,991405254
241,0,997771145
242,0,993541557
243,0,988944431
244,0,989952132
245,0,993988457
246,0,989738315
247,0,995475182
248,0,988906410
249,0,990282995
250,0,994149705
251,0,993871927
252,0,992014489
253,0,998224783
254,0,991978299
255,0,992072954
256,0,993960006
257,0,997817039
258,0,991014889
259,0,994732453
260,0,994285097
261,0,989668105
262,0,991076867
263,0,995616345
264,0,993692588
265,0,991719639
266,0,994967007
267,0,989834012
268,0,992847636
269,0,991161777
270,0,994302228
271,0,993571925
272,0,990423117
273,0,990409261
274,0,999366310
275,0,994134983
276,0,994118308
277,0,990964121
278,0,996842573
279,0,991000327
280,0,993309834
281,0,989807745
282,0,990286639
283,0,994938708
284,0,989890290
285,0,989610208
286,0,994160869
287,0,992664272
288,0,991269278
289,0,993336639
290,0,992467810
291,0,993507907
292,0,995778846
293,0,990905922
294,0,992450616
295,0,994523923
296,0,993422017
297,0,994917080
298,0,990844564
299,0,991219269
300,0,996968915
301,0,993733176
302,0,992277914
303,0,989856044
304,0,997322725
305,0,993249417
306,0,994410861
307,0,991287172
308,0,992414417
309,0,992805900
310,0,990865629
311,0,991080560
312,0,990923468
313,0,993329924
314,0,995077167
315,0,991506543
316,0,992929054
317,0,992290072
318,0,996900461
319,0,990065618
320,0,992522044
321,0,994722144
322,0,993051263
323,0,996342304
324,0,994464416
325,0,990929808
326,0,991509863
327,0,995687056
328,0,994236501
329,0,997234234
330,0,993792466
331,0,996131961
332,0,989685759
333,0,996866970
334,0,994256394
335,0,987469857
336,0,991727901
337,0,994211934
338,0,991346299
339,0,994118448
340,0,992334750
341,0,992466829
342,0,991845318
343,0,994823272
344,0,994157313
345,0,989101228
346,0,995392894
347,0,991144342
348,0,993285847
349,0,991981660
350,0,992953491
351,0,992784477
352,0,994931523
353,0,994594418
354,0,993401019
355,0,996554247
356,0,992133287
357,0,992741421
358,0,989701702
359,0,992105289
360,0,990569521
361,0,990416534
362,0,994379659
363,0,993681291
364,0,998090482
365,0,991908508
366,0,993632382
367,0,994553629
368,0,991197595
369,0,993938848
370,0,993468299
371,0,994626276
372,0,990447049
373,0,994762454
374,0,994112486
375,0,994310750
376,0,990602096
377,0,992390544
378,0,989699318
379,0,991463896
380,0,988367472
381,0,996999165
382,0,993371073
383,0,997602499
384,0,993980628
385,0,989126186
386,0,999357454
387,0,997683090
388,0,993666633
389,0,991100685
390,0,988096734
391,0,995212947
392,0,994709281
393,0,993503150
394,0,994331451
395,0,992944079
396,0,992284819
397,0,993671974
398,0,993014279
399,0,993925807
400,0,997243893
401,0,990882066
402,0,987325182
403,0,990508106
404,0,998599600
405,0,993988271
406,0,989216195
407,0,998125382
408,0,990243468
409,0,992721901
410,0,997202752
411,0,993638270
412,0,991278246
413,0,995227135
414,0,995119035
415,0,997730884
416,0,993519224
417,0,1000000001
418,0,996065106
419,0,991210390
420,0,991509680
421,0,990611154
422,0,993305242
423,0,989553025
424,0,994631477
425,0,992495276
426,0,992024523
427,0,990741715
428,0,992731728
429,0,994554923
430,0,993595736
431,0,991896952
432,0,993037200
433,0,986626326
434,0,988844088
435,0,994220421
436,0,993417278
437,0,994186890
438,0,994868054
439,0,994272644
440,0,989929937
441,0,990745912
442,0,991576415
443,0,992553340
444,0,991075485
445,0,995262876
446,0,990217519
447,0,994025829
448,0,992154845
449,0,992738079
450,0,996349042
451,0,991420288
452,0,992258715
453,0,991956316
454,0,995937928
455,0,994586622
456,0,991143804
457,0,993547982
458,0,992844443
459,0,993940866
460,0,994429065
461,0,988824779
462,0,995038679
463,0,990010446
464,0,988901767
465,0,994190424
466,0,995117691
467,0,993921099
468,0,990020332
469,0,993360052
470,0,988302030
471,0,991975108
472,0,992551090
473,0,993023566
474,0,991537243
475,0,990053934
476,0,995179884
477,0,994842419
478,0,989295975
479,0,990990915
480,0,991384810
481,0,991739132
482,0,992453606
483,0,993806311
484,0,991460343
485,0,991167040
486,0,994269388
487,0,991554132
488,0,989539851
489,0,995335675
490,0,991232523
491,0,991406827
492,0,994947696
493,0,997201747
494,0,993616031
495,0,995237803
496,0,995180599
497,0,991488427
498,0,993085079
499,0,994073954
500,0,988237335
501,0,992412046
502,0,994615653
503,0,987655934
504,0,994848155
505,0,991699045
506,0,993504480
507,0,991227131
508,0,992721545
509,0,994428705
510,0,995994571
511,0,994715240
